_gold_cui_rank,_gold_cui_score,_gold_name,_text,accuracy,max_accuracy,max_mrr,mrr,~pred_cuis_1.0,~pred_cuis_10.0,~pred_cuis_2.0,~pred_cuis_3.0,~pred_cuis_4.0,~pred_cuis_5.0,~pred_cuis_6.0,~pred_cuis_7.0,~pred_cuis_8.0,~pred_cuis_9.0,~~comm,~~mention_uuid,cos_dist,sentence,cos_rank
1.0,0.9282976388931274,"Vomiting, NOS",v,1.0,1.0,1.0,1.0,"C0042963=Vomiting, NOS (0.93)",C0027497=Nausea NOS (0.02),C0042345=Varicosities (0.61),C0085623=Akinesia (0.41),"C0013404=Dyspnea, NOS (0.34)","C0042950=Volition, NOS (0.34)",C0008767=Cicatrisation (0.28),"C0030193=Pain, NOS (0.19)","C0039070=Syncope, NOS (0.16)","C0010200=Cough, NOS (0.07)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cce,-0.02055649767118706,"Denies hx of pharyngitis or skin infection, , dysuria, , no muscle aches or joint pains, , had a non productive cough, , no headache, , n/ /v v. .",98238.0
1411.0,-0.8782165646553041,Recent injury,recent trauma,0.0,0.0,0.0007087172218284906,0.0007087172218284906,C1301659=Airway trauma (0.48),C0456798=Perinatal trauma (0.09),C0558400=Cerebral trauma (0.43),C0038454=Accident - cerebrovascular (0.39),"C0043252=Gunshot wound, NOS (0.34)","C0005604=Birth trauma, NOS (0.34)",C2937319=Internal injury NOS (0.14),C0038525=Subarachnoid hemorrhage (0.14),"C0332803=Surgical wound, NOS (0.12)",C0441718=Direct trauma (0.09),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ccf,0.5654926789464736,"No recent trauma, , wounds, , areas of skin breakdown Past Medical History: : 1. tuberous sclerosis with involvement of left kidney resulting in L nephrectomy due to hemorrhage at age 7. 2. seizure disorder 3. Gyne history- - G1P1, , LMP [* ** *2 2015- -1 12- -2 21* ** *] ]. .",13358.0
678.0,-0.8301114439964294,Tuberous sclerosis,tuberous sclerosis,0.0,0.0,0.0014749262536873154,0.0014749262536873154,C0038454=Accident - cerebrovascular (0.34),"C0013146=Drug abuse, NOS (-0.27)","C0043252=Gunshot wound, NOS (0.08)",C0547004=Intermenstrual bleeding - regular (-0.03),"C0023890=Cirrhosis of liver, NOS (-0.08)",C0025222=Melaena (-0.11),"C0029944=Overdose, NOS (-0.13)",C0556393=Inhales drugs (-0.20),C0478662=Slowness and poor responsiveness (-0.23),C0001957=Alcohol withdrawal delirium (-0.24),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cd1,0.5258924330990813,"No recent trauma, , wounds, , areas of skin breakdown Past Medical History: : 1. tuberous sclerosis with involvement of left kidney resulting in L nephrectomy due to hemorrhage at age 7. 2. seizure disorder 3. Gyne history- - G1P1, , LMP [* ** *2 2015- -1 12- -2 21* ** *] ]. .",23643.0
9340.0,-0.99233877658844,"Epilepsy, NOS",seizure disorder,0.0,0.0,0.00010706638115631693,0.00010706638115631693,"C0029944=Overdose, NOS (0.11)","C0277785=Functional disorder, NOS (-0.86)","C0011581=Depressive disorder, NOS (-0.68)",C0036337=Schizoaffective disorder (-0.74),"C0004936=Mental disorder, NOS (-0.79)",C0011860=Non-insulin dependent diabetes mellitus (-0.80),C0011854=Insulin dependent diabetes mellitus (-0.82),"C0233407=Disorientation, NOS (-0.85)","C1260873=Aortic valve disorder, NOS (-0.85)",C0547004=Intermenstrual bleeding - regular (-0.85),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cd2,0.40387123954255033,"No recent trauma, , wounds, , areas of skin breakdown Past Medical History: : 1. tuberous sclerosis with involvement of left kidney resulting in L nephrectomy due to hemorrhage at age 7. 2. seizure disorder 3. Gyne history- - G1P1, , LMP [* ** *2 2015- -1 12- -2 21* ** *] ]. .",130622.0
1.0,0.8901240825653076,Rhonchus,rhonci,1.0,1.0,1.0,1.0,C0035508=Rhonchus (0.89),"C0018524=Hallucination, NOS (-0.87)","C0042963=Vomiting, NOS (-0.64)",C0085593=Chill (-0.73),"C0010200=Cough, NOS (-0.73)","C0039070=Syncope, NOS (-0.79)",C0013604=Edema NOS (-0.82),"C0034642=Rales, NOS (-0.84)",C0231895=Rhonchal fremitus (-0.85),C0027497=Nausea NOS (-0.87),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cda,0.03490815006766569,"rhonci B/ /L L, , decreased BS at bases, , L> >R R ABD: : soft, , mild distended, , mild tenderness in RUQ, , no rebound, , no organomegaly. .",15452.0
53.0,-0.7584567070007324,Rebound tenderness,rebound,0.0,0.0,0.018867924528301886,0.018867924528301886,"C0043252=Gunshot wound, NOS (0.33)","C0031039=Pericardial effusion, NOS (-0.47)",C0520698=Dhat (-0.01),C0019080=Haemorrhage (-0.10),C0221755=Abdominal bruit (-0.32),"C0332803=Surgical wound, NOS (-0.35)","C0018681=Headache, NOS (-0.38)",C2585306=Abdominal tenderness of left lower quadrant (-0.40),C0038525=Subarachnoid hemorrhage (-0.43),C0574002=Swollen feet (-0.47),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cde,0.10765948679166339,"rhonci B/ /L L, , decreased BS at bases, , L> >R R ABD: : soft, , mild distended, , mild tenderness in RUQ, , no rebound, , no organomegaly. .",57005.0
335.0,-0.8812589645385742,Renal angle tenderness,flank tenderness,0.0,0.0,0.0029850746268656717,0.0029850746268656717,C0232498=Abdominal tenderness (0.78),C0151206=Scalp tenderness (-0.12),C2585306=Abdominal tenderness of left lower quadrant (0.76),C0582474=Wound tenderness (0.36),C0240491=Tenderness of neck (0.11),C0234242=Pain and tenderness (0.05),C0436972=O/E - liver tender (0.01),C0694551=Right lower quadrant pain (-0.07),"C0043252=Gunshot wound, NOS (-0.09)",C0238551=Left lower quadrant pain (-0.11),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce0,0.38321470822766873,No flank tenderness EXT: :,129498.0
1.0,0.8488847017288208,Exanthemata,rashes,1.0,1.0,1.0,1.0,C0015230=Exanthemata (0.85),"C0013390=Dysmenorrhea, NOS (-0.24)",C0019080=Haemorrhage (0.80),C0013604=Edema NOS (0.16),C0025222=Melaena (0.04),"C0010200=Cough, NOS (0.04)","C0013595=Eczema, NOS (0.03)","C0018681=Headache, NOS (0.00)",C0027497=Nausea NOS (-0.02),"C0034642=Rales, NOS (-0.13)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce1,0.02361128257906954,"No obvious rashes, , areas of skin breakdown. .",100018.5
858.0,-0.8696429133415222,Pulmonary eosinophilia,pulmonary infiltrates,0.0,0.0,0.0011655011655011655,0.0011655011655011655,"C0032326=Pneumothorax, NOS (0.65)",C0038525=Subarachnoid hemorrhage (0.21),C0034063=Pulmonary edema (0.55),C0521530=Lung consolidation (0.52),"C0032285=Pneumonia, NOS (0.51)",C0302148=Blood clot (0.47),C0151701=Pulmonary haemorrhage (0.41),"C0225778=Pleural fluid, NOS (0.32)","C0700198=Pulmonary aspiration, NOS (0.30)","C0332448=Infiltration, NOS (0.29)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce4,0.5434825419582439,Bilateral pulmonary infiltrates consistent with pneumonia. .,36085.0
1.0,0.8717687726020813,"Pneumonia, NOS",pneumonia,1.0,1.0,1.0,1.0,"C0032285=Pneumonia, NOS (0.87)","C0032273=Pneumoconiosis, NOS (-0.77)","C0032326=Pneumothorax, NOS (-0.21)",C0032290=Aspiration pneumonia (-0.47),"C1761609=Aspiration pneumonitis, NOS (-0.64)","C0021308=Infarction, NOS (-0.68)",C0339918=Pneumonia or influenza NOS (-0.70),"C0008350=Cholelithiasis, NOS (-0.70)","C0021311=Infection, NOS (-0.73)","C0004144=Atelectasis, NOS (-0.76)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce5,0.025674054077154427,Bilateral pulmonary infiltrates consistent with pneumonia. .,104129.0
11.0,-0.559492826461792,Effusion,left effusion,0.0,0.0,0.09090909090909093,0.09090909090909093,"C0031039=Pericardial effusion, NOS (0.90)",C1265807=Multiple effusions (-0.56),C0747635=Bilateral pleural effusion (0.60),C0032227=Pleural effusion (disorder) (0.39),C1265808=Loculated effusion (-0.11),C0149721=Ventricular hypertrophy (& [left]) (-0.16),C0023211=Left bundle branch block (-0.39),"C0225778=Pleural fluid, NOS (-0.50)",C0427301=Moderate effusion in knee (-0.51),C0264916=Bilateral bundle branch block (-0.54),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce6,0.5364619754429918,Persistent left effusion. .,46294.0
1.0,0.9453114867210388,"Deformity, NOS",deformed,1.0,1.0,1.0,1.0,"C0302142=Deformity, NOS (0.95)",C0158476=Boutonnière deformity (-0.14),C0221430=Acquired deformity NOS (0.55),"C1457887=Symptom, NOS (0.11)",C0238983=Chest deformity (0.09),"C0233407=Disorientation, NOS (0.07)","C0011581=Depressive disorder, NOS (0.04)","C0042963=Vomiting, NOS (0.03)","C0011991=Diarrhea, NOS (-0.06)","C0004153=Atherosclerosis, NOS (-0.12)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce7,0.08680525091995803,US kidneys: : 1. Grossly deformed and enlarged right kidney due to the presence of multiple AMLs. .,95718.0
96.0,-0.9216441512107848,Angiomyolipoma of kidney,kidney ... AMLs,0.0,0.0,0.010416666666666666,0.010416666666666666,C0344794=Malaligned atrial septum (-0.65),"C0029944=Overdose, NOS (-0.79)",C0152113=Rheumatic chorea (-0.67),C0018817=Atrial septal defect (-0.75),C0685740=Congenital dilatation of inferior vena cava (-0.75),C0033036=Atrial premature complex (-0.76),C0149721=Ventricular hypertrophy (& [left]) (-0.76),C0854113=Mucous membrane dryness (-0.77),C0685737=Congenital dilatation of superior vena cava (-0.79),C0345137=Balanced coronary system (-0.79),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ce9,0.505024868694737,US kidneys: : 1. Grossly deformed and enlarged right kidney due to the presence of multiple AMLs. .,59562.0
1.0,0.6388658285140991,Renal cell carcinoma,renal cell carcinoma,1.0,1.0,1.0,1.0,C0007134=Renal cell carcinoma (0.64),C0205697=Spindle cell carcinoma (-0.06),C0006826=Neoplasms - malignant (0.57),C1266002=Non-small cell carcinoma (0.40),C1266026=Parietal cell carcinoma (0.32),C0007138=Transitional cell carcinoma (0.24),C0262584=Small cell carcinoma (0.17),C0206703=Giant cell carcinoma (0.06),C0334236=Polygonal cell carcinoma (0.03),C1275215=Small cell eccrine carcinoma (-0.01),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cec,0.4347938012512963,"This may be a somewhat lipid poor AML but further evaluation is recommended with MRI to exclude possible renal cell carcinoma, , since we have no other studies for comparison. .",138501.0
1.0,0.902143895626068,Left atrial dilatation,left atrium ... dilated,1.0,1.0,1.0,1.0,C0344720=Left atrial dilatation (0.90),C0265004=Dilatation of aorta (-0.80),C0344709=Right atrial dilatation (0.83),C0344911=Left ventricular dilatation (0.80),C0344893=Right ventricular dilatation (0.68),C0264734=Atrial dilatation (0.22),C0264733=Ventricular dilatation (0.20),C0238669=Aortic root dilatation (-0.15),C0345049=Ascending aorta dilatation (-0.54),C0264732=Cardiac dilatation (-0.77),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819ced,0.5881227297654916,The left atrium is mildly dilated. .,94633.0
3.0,0.2978919744491577,Atrial septal aneurysm,interatrial septum ... aneurysmal,0.0,0.0,0.3333333333333333,0.3333333333333333,C0344794=Malaligned atrial septum (0.48),C0033036=Atrial premature complex (-0.08),C0018817=Atrial septal defect (0.43),C0521533=Atrial septal aneurysm (0.30),C0349600=Ruptured aneurysm of posterior inferior cerebellar artery (0.27),C0344954=Ventricular septal aneurysm (0.12),C0242875=Ventricular septal rupture (0.07),C0344720=Left atrial dilatation (-0.04),C1290398=Cerebral arterial aneurysm (-0.05),C0344722=Abnormality of atrial septum (-0.07),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cee,0.6624716412541203,"The interatrial septum is aneurysmal, , and there is right- -t to- -l left flow of saline contrast, , indicating a patent foramen ovale. .",50942.0
1.0,0.6050889492034912,Patent foramen ovale,patent foramen ovale,1.0,1.0,1.0,1.0,C0016522=Patent foramen ovale (0.61),C0232943=Intermenstrual heavy bleeding (-0.71),"C0029944=Overdose, NOS (-0.33)",C0033270=Retained products of conception (-0.35),C0038454=Accident - cerebrovascular (-0.40),C0033036=Atrial premature complex (-0.60),C0547004=Intermenstrual bleeding - regular (-0.67),C0451672=Cerebellar stroke syndrome (-0.68),C0572145=Ibuprofen overdose (-0.68),C0035222=Adult respiratory distress syndrome (-0.71),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cef,0.4534345587623213,"The interatrial septum is aneurysmal, , and there is right- -t to- -l left flow of saline contrast, , indicating a patent foramen ovale. .",136928.0
1.0,0.967081904411316,Aortic valve insufficiency,aortic regurgitation,1.0,1.0,1.0,1.0,C0003504=Aortic valve insufficiency (0.97),C0344911=Left ventricular dilatation (-0.55),C0026266=Mitral valve insufficiency (0.85),C0040961=Tricuspid valve insufficiency (0.78),C0003507=Aortic valve stenosis (0.02),C0238669=Aortic root dilatation (-0.10),C0577870=Aortic valve vegetations (-0.16),C0577790=Aortic valve normal (-0.29),C0034088=Pulmonary valve insufficiency (-0.43),C0264733=Ventricular dilatation (-0.54),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf0,0.5394290715383925,The aortic valve leaflets (3 3) ) appear structurally normal with good leaflet excursion and no aortic regurgitation. .,52828.0
1.0,0.8397082090377808,Aortic valve vegetations,vegetations ... aortic valve,1.0,1.0,1.0,1.0,C0577870=Aortic valve vegetations (0.84),C0345003=Aortic valve cusp prolapse (-0.29),C0577799=Tricuspid valve vegetations (0.61),"C1260873=Aortic valve disorder, NOS (0.53)",C0003507=Aortic valve stenosis (0.52),C0003504=Aortic valve insufficiency (0.46),C0577871=Mitral valve vegetations (0.32),C0577795=Pulmonary valve vegetations (0.08),C1142152=Heart valve calcification (-0.20),C0340887=Prosthetic cardiac valve vegetation (-0.21),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf2,0.7111221587260427,No masses or vegetations are seen on the aortic valve. .,11520.0
1.0,0.8318865895271301,Mitral valve prolapse syndrome,mitral valve prolapse,1.0,1.0,1.0,1.0,C0026267=Mitral valve prolapse syndrome (0.83),C0018817=Atrial septal defect (-0.44),C0344720=Left atrial dilatation (0.26),C0026266=Mitral valve insufficiency (0.01),C0349521=Mitral valve anterior leaflet prolapse (-0.16),C0003504=Aortic valve insufficiency (-0.18),C0040962=Tricuspid valve prolapse (-0.19),C0344709=Right atrial dilatation (-0.21),C0238669=Aortic root dilatation (-0.41),C0345049=Ascending aorta dilatation (-0.43),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf3,0.70986569320881,There is no mitral valve prolapse. .,5314.0
3.0,0.7721115946769714,Mitral valve vegetations,vegetation ... mitral valve,0.0,0.0,0.3333333333333333,0.3333333333333333,C0577870=Aortic valve vegetations (0.85),C0003507=Aortic valve stenosis (0.22),C0577799=Tricuspid valve vegetations (0.78),C0577871=Mitral valve vegetations (0.77),C0003504=Aortic valve insufficiency (0.73),C0026266=Mitral valve insufficiency (0.61),C0040961=Tricuspid valve insufficiency (0.60),C0026267=Mitral valve prolapse syndrome (0.58),C0040962=Tricuspid valve prolapse (0.28),"C1260873=Aortic valve disorder, NOS (0.25)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf5,0.7154766793623919,No mass or vegetation is seen on the mitral valve. .,15568.0
1.0,0.9693008065223694,Mitral valve insufficiency,mitral regurgitation,1.0,1.0,1.0,1.0,C0026266=Mitral valve insufficiency (0.97),C0026265=Mitral valve disease (-0.94),C0003504=Aortic valve insufficiency (0.87),C0040961=Tricuspid valve insufficiency (0.80),C0034088=Pulmonary valve insufficiency (-0.82),C0026267=Mitral valve prolapse syndrome (-0.82),C0577871=Mitral valve vegetations (-0.86),C0577792=Mitral valve normal (-0.89),C0042300=Valvular regurgitation (-0.91),C0340366=Mitral chordae rupture (-0.94),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf6,0.5832893711325611,mitral regurgitation is seen. .,3908.0
1.0,0.9818970561027528,"Pericardial effusion, NOS",pericardial effusion,1.0,1.0,1.0,1.0,"C0031039=Pericardial effusion, NOS (0.98)","C1260873=Aortic valve disorder, NOS (-0.63)",C0032227=Pleural effusion (disorder) (0.45),C0747635=Bilateral pleural effusion (0.31),C0265135=Acute pericardial effusion (0.05),C0027051=Myocardial infarction (-0.05),C1535567=(Cardiac tamponade) or (pericardial disease NOS) (-0.11),"C0007177=Tamponade, cardiac (-0.48)",C0349077=Pericardial effusion - noninflammatory (-0.55),C0340442=Other pericardial disease NOS (-0.62),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf7,0.5604709215588657,There is a trivial/ /p physiologic pericardial effusion. .,32353.0
1.0,0.7055838704109192,Patent foramen ovale,Patent foramen ovale,1.0,1.0,1.0,1.0,C0016522=Patent foramen ovale (0.71),C0152113=Rheumatic chorea (-0.74),"C0029944=Overdose, NOS (-0.33)",C0033036=Atrial premature complex (-0.48),C0033270=Retained products of conception (-0.51),C0038454=Accident - cerebrovascular (-0.56),C0451672=Cerebellar stroke syndrome (-0.68),C0572145=Ibuprofen overdose (-0.71),C0236663=Withdrawal syndrome - alcohol (-0.73),C0344794=Malaligned atrial septum (-0.74),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf8,0.7125933782812794,Patent foramen ovale. .,19812.0
678.0,-0.8301114439964294,Tuberous sclerosis,tuberous sclerosis,0.0,0.0,0.0014749262536873154,0.0014749262536873154,C0038454=Accident - cerebrovascular (0.34),"C0013146=Drug abuse, NOS (-0.27)","C0043252=Gunshot wound, NOS (0.08)",C0547004=Intermenstrual bleeding - regular (-0.03),"C0023890=Cirrhosis of liver, NOS (-0.08)",C0025222=Melaena (-0.11),"C0029944=Overdose, NOS (-0.13)",C0556393=Inhales drugs (-0.20),C0478662=Slowness and poor responsiveness (-0.23),C0001957=Alcohol withdrawal delirium (-0.24),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cf9,0.5328540937614247,"36 yo F with tuberous sclerosis presents with Group A Strep bacteremia, , sepsis now resolved. .",16213.0
67126.0,-0.9806029796600342,Streptococcus pyogenes infection,Group A Strep bacteremia,0.0,0.0,1.4897357208831152e-05,1.4897357208831152e-05,C0033270=Retained products of conception (0.40),C0573208=Autonomic nervous system drug overdose (-0.07),C0038454=Accident - cerebrovascular (0.32),C0007787=Transient ischemic attack (0.22),C0152113=Rheumatic chorea (0.22),C0473508=Delayed postpartum hemorrhage (0.09),C0024117=Chronic obstructive airway disease (0.08),"C1571909=Overdose - drug, accid. (0.08)",C0024050=Lower gastrointestinal haemorrhage (0.04),"C0029944=Overdose, NOS (0.04)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cfa,0.6168178805920271,"36 yo F with tuberous sclerosis presents with Group A Strep bacteremia, , sepsis now resolved. .",113985.0
1.0,0.8648218512535095,"Systemic infection, NOS",sepsis,1.0,1.0,1.0,1.0,"C0243026=Systemic infection, NOS (0.86)",C0024117=Chronic obstructive airway disease (-0.74),"C0021311=Infection, NOS (-0.28)","C0747256=Parasitic infection, NOS (-0.58)",C0019693=HIV infection (-0.60),"C0032285=Pneumonia, NOS (-0.63)","C0010823=Cytomegalovirus infection, NOS (-0.67)",C0596270=Cardiovascular infection (-0.71),C0276525=AIDS with Nocardia infection (-0.72),"C0002871=Anaemia, NOS (-0.73)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/21833-003461-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819cfb,0.04220898026222202,"36 yo F with tuberous sclerosis presents with Group A Strep bacteremia, , sepsis now resolved. .",91492.0
